Accession,Organism,Host,Geo_loc_name
KU159081.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159080.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159079.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159078.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159077.1,Blastocystis hominis,Homo sapiens,France: Creteil
KU159076.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159075.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159074.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159073.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159072.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159071.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159070.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159069.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159068.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159067.1,Blastocystis hominis,Homo sapiens,France: Clermont-Ferrand
KU159066.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159065.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159064.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159063.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159062.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159061.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159060.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159059.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159058.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159057.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159056.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159055.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159054.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159053.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159052.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159051.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159050.1,Blastocystis hominis,Homo sapiens,France: Nantes
KU159049.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159048.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159047.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159046.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159045.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159044.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159043.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159042.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159041.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159040.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159039.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159038.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159037.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159036.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159035.1,Blastocystis hominis,Homo sapiens,France: Lyon
KU159034.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159033.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159032.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159031.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159030.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159029.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159028.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159027.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159026.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159025.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159024.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159023.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159022.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159021.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Summer
KU159020.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159019.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159018.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159017.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159016.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159015.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159014.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159013.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159012.1,Blastocystis hominis,Homo sapiens,France: Strasbourg Winter
KU159011.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159010.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159009.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159008.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159007.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159006.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159005.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159004.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159003.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159002.1,Blastocystis hominis,Homo sapiens,France: Nice
KU159001.1,Blastocystis hominis,Homo sapiens,France: Nimes
KU159000.1,Blastocystis hominis,Homo sapiens,France: Nimes
KU158999.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158998.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158997.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158996.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158995.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158994.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158993.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158992.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158991.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158990.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158989.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158988.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158987.1,Blastocystis hominis,Homo sapiens,France: Montpellier
KU158986.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158985.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158984.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158983.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158982.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158981.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158980.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158979.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158978.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158977.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158976.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158975.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158974.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158973.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158972.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158971.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158970.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158969.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158968.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158967.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158966.1,Blastocystis hominis,Homo sapiens,France: Lille
KU158965.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158964.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158963.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158962.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158961.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158960.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158959.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158958.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158957.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158956.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158955.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158954.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158953.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158952.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158951.1,Blastocystis hominis,Homo sapiens,France: Besancon
KU158950.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158949.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158948.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158947.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158946.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158945.1,Blastocystis hominis,Homo sapiens,France: Tours
KU158944.1,Blastocystis hominis,Homo sapiens,France: Tours
KU892276.1,Blastocystis sp. subtype 4,N/A,N/A
KU892275.1,Blastocystis sp. subtype 3,N/A,N/A
KU892274.1,Blastocystis sp. subtype 3,N/A,N/A
KU892273.1,Blastocystis sp. subtype 3,N/A,N/A
KU892272.1,Blastocystis sp. subtype 3,N/A,N/A
KU892271.1,Blastocystis sp. subtype 3,N/A,N/A
KU892270.1,Blastocystis sp. subtype 3,N/A,N/A
KU892269.1,Blastocystis sp. subtype 3,N/A,N/A
KU892268.1,Blastocystis sp. subtype 3,N/A,N/A
KU892267.1,Blastocystis sp. subtype 3,N/A,N/A
KU892266.1,Blastocystis sp. subtype 3,N/A,N/A
KU892265.1,Blastocystis sp. subtype 3,N/A,N/A
KU892264.1,Blastocystis sp. subtype 3,N/A,N/A
KU892263.1,Blastocystis sp. subtype 3,N/A,N/A
KU892262.1,Blastocystis sp. subtype 3,N/A,N/A
KU892261.1,Blastocystis sp. subtype 3,N/A,N/A
KU892260.1,Blastocystis sp. subtype 3,N/A,N/A
KU892259.1,Blastocystis sp. subtype 3,N/A,N/A
KU892258.1,Blastocystis sp. subtype 3,N/A,N/A
KU892257.1,Blastocystis sp. subtype 3,N/A,N/A
KU892256.1,Blastocystis sp. subtype 3,N/A,N/A
KU892255.1,Blastocystis sp. subtype 3,N/A,N/A
KU892254.1,Blastocystis sp. subtype 3,N/A,N/A
KU892253.1,Blastocystis sp. subtype 3,N/A,N/A
KU892252.1,Blastocystis sp. subtype 3,N/A,N/A
KU892251.1,Blastocystis sp. subtype 3,N/A,N/A
KU892250.1,Blastocystis sp. subtype 3,N/A,N/A
KU892249.1,Blastocystis sp. subtype 3,N/A,N/A
KU892248.1,Blastocystis sp. subtype 2,N/A,N/A
KU892247.1,Blastocystis sp. subtype 2,N/A,N/A
KU892246.1,Blastocystis sp. subtype 2,N/A,N/A
KU892245.1,Blastocystis sp. subtype 2,N/A,N/A
KU892244.1,Blastocystis sp. subtype 1,N/A,N/A
KU892243.1,Blastocystis sp. subtype 1,N/A,N/A
KU892242.1,Blastocystis sp. subtype 1,N/A,N/A
KU892241.1,Blastocystis sp. subtype 1,N/A,N/A
KU892240.1,Blastocystis sp. subtype 1,N/A,N/A
KU892239.1,Blastocystis sp. subtype 1,N/A,N/A
KU892238.1,Blastocystis sp. subtype 1,N/A,N/A
KU892237.1,Blastocystis sp. subtype 1,N/A,N/A
KU892236.1,Blastocystis sp. subtype 1,N/A,N/A
KU892235.1,Blastocystis sp. subtype 1,N/A,N/A
KU892234.1,Blastocystis sp. subtype 1,N/A,N/A
KU892233.1,Blastocystis sp. subtype 1,N/A,N/A
KU892232.1,Blastocystis sp. subtype 1,N/A,N/A
KU892231.1,Blastocystis sp. subtype 1,N/A,N/A
KU892230.1,Blastocystis sp. subtype 1,N/A,N/A
KU892229.1,Blastocystis sp. subtype 1,N/A,N/A
KU892228.1,Blastocystis sp. subtype 1,N/A,N/A
KU892227.1,Blastocystis sp. subtype 1,N/A,N/A
KU892226.1,Blastocystis sp. subtype 1,N/A,N/A
KU892225.1,Blastocystis sp. subtype 1,N/A,N/A
KU892224.1,Blastocystis sp. subtype 1,N/A,N/A
KU892223.1,Blastocystis sp. subtype 1,N/A,N/A
KU892222.1,Blastocystis sp. subtype 1,N/A,N/A
KU361323.1,Blastocystis sp. subtype 7,N/A,N/A
KU361322.1,Blastocystis sp. subtype 2,N/A,N/A
KU361321.1,Blastocystis sp. subtype 1,N/A,N/A
KU361320.1,Blastocystis sp. subtype 1,N/A,N/A
KU361319.1,Blastocystis sp. subtype 3,N/A,N/A
KU361318.1,Blastocystis sp. subtype 3,N/A,N/A
KU361317.1,Blastocystis sp. subtype 3,N/A,N/A
LT594970.1,Blastocystis sp. subtype 14,N/A,N/A
LT594969.1,Blastocystis sp. subtype 14,N/A,N/A
LT594968.1,Blastocystis sp. subtype 5,N/A,N/A
KP408453.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408452.1,Blastocystis sp. subtype 1,Homo sapiens,N/A
KP408451.1,Blastocystis sp. subtype 1,Homo sapiens,N/A
KP408450.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408449.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408448.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408447.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408446.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408445.1,Blastocystis sp. subtype 1,Homo sapiens,N/A
KP408444.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408443.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408442.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408441.1,Blastocystis sp. subtype 1,Homo sapiens,N/A
KP408440.1,Blastocystis sp. subtype 4,Homo sapiens,N/A
KP408439.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408438.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408437.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408436.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KP408435.1,Blastocystis sp. subtype 3,Homo sapiens,N/A
KU719570.1,Blastocystis hominis,Homo sapiens,Iran
KU719569.1,Blastocystis hominis,Homo sapiens,Iran
KU719568.1,Blastocystis hominis,Homo sapiens,Iran
KU719567.1,Blastocystis hominis,Homo sapiens,Iran
KU719566.1,Blastocystis hominis,Homo sapiens,Iran
KU719565.1,Blastocystis hominis,Homo sapiens,Iran
KU719564.1,Blastocystis hominis,Homo sapiens,Iran
KU719563.1,Blastocystis hominis,Homo sapiens,Iran
KU719562.1,Blastocystis hominis,Homo sapiens,Iran
KU719561.1,Blastocystis hominis,Homo sapiens,Iran
KU719560.1,Blastocystis hominis,Homo sapiens,Iran
KU719559.1,Blastocystis hominis,Homo sapiens,Iran
KU719558.1,Blastocystis hominis,Homo sapiens,Iran
KU719557.1,Blastocystis hominis,Homo sapiens,Iran
KU719556.1,Blastocystis hominis,Homo sapiens,Iran
KU719555.1,Blastocystis hominis,Homo sapiens,Iran
KU719554.1,Blastocystis hominis,Homo sapiens,Iran
KU719553.1,Blastocystis hominis,Homo sapiens,Iran
KU719552.1,Blastocystis hominis,Homo sapiens,Iran
KU719551.1,Blastocystis hominis,Homo sapiens,Iran
KU719550.1,Blastocystis hominis,Homo sapiens,Iran
KU719549.1,Blastocystis hominis,Homo sapiens,Iran
KU719548.1,Blastocystis hominis,Homo sapiens,Iran
KU719547.1,Blastocystis hominis,Homo sapiens,Iran
KU719546.1,Blastocystis hominis,Homo sapiens,Iran
KU719545.1,Blastocystis hominis,Homo sapiens,Iran
KU719544.1,Blastocystis hominis,Homo sapiens,Iran
KU719543.1,Blastocystis hominis,Homo sapiens,Iran
KU719542.1,Blastocystis hominis,Homo sapiens,Iran
KU719541.1,Blastocystis hominis,Homo sapiens,Iran
KU719540.1,Blastocystis hominis,Homo sapiens,Iran
KU719539.1,Blastocystis hominis,Homo sapiens,Iran
KU719538.1,Blastocystis hominis,Homo sapiens,Iran
KU719537.1,Blastocystis hominis,Homo sapiens,Iran
KU719536.1,Blastocystis hominis,Homo sapiens,Iran
KU719535.1,Blastocystis hominis,Homo sapiens,Iran
KU719534.1,Blastocystis hominis,Homo sapiens,Iran
KU719533.1,Blastocystis hominis,Homo sapiens,Iran
KU719532.1,Blastocystis hominis,Homo sapiens,Iran
KU719531.1,Blastocystis hominis,Homo sapiens,Iran
KU719530.1,Blastocystis hominis,Homo sapiens,Iran
KU719529.1,Blastocystis hominis,Homo sapiens,Iran
KU719528.1,Blastocystis hominis,Homo sapiens,Iran
KU719527.1,Blastocystis hominis,Homo sapiens,Iran
KU719526.1,Blastocystis hominis,Homo sapiens,Iran
KU719525.1,Blastocystis hominis,Homo sapiens,Iran
KU719524.1,Blastocystis hominis,Homo sapiens,Iran
KU719523.1,Blastocystis hominis,Homo sapiens,Iran
KU719522.1,Blastocystis hominis,Homo sapiens,Iran
KU719521.1,Blastocystis hominis,Homo sapiens,Iran
KU719520.1,Blastocystis hominis,Homo sapiens,Iran
KU719519.1,Blastocystis hominis,Homo sapiens,Iran
KU719518.1,Blastocystis hominis,Homo sapiens,Iran
KU719517.1,Blastocystis hominis,Homo sapiens,Iran
KU719516.1,Blastocystis hominis,Homo sapiens,Iran
KU719515.1,Blastocystis hominis,Homo sapiens,Iran
KU719514.1,Blastocystis hominis,Homo sapiens,Iran
KU719513.1,Blastocystis hominis,Homo sapiens,Iran
KU719512.1,Blastocystis hominis,Homo sapiens,Iran
KU146575.1,Blastocystis pythoni,Cuora mouhotii,Poland
KU359221.1,Blastocystis hominis,Homo sapiens,N/A
KU359220.1,Blastocystis hominis,Homo sapiens,N/A
KU359219.1,Blastocystis hominis,Homo sapiens,N/A
KU359218.1,Blastocystis hominis,Homo sapiens,N/A
KU359217.1,Blastocystis hominis,Homo sapiens,N/A
KU359216.1,Blastocystis hominis,Homo sapiens,N/A
KU359215.1,Blastocystis hominis,Homo sapiens,N/A
KT438718.1,Blastocystis sp.,N/A,Japan
KT438717.1,Blastocystis sp.,N/A,Japan
KT438716.1,Blastocystis sp.,N/A,Japan
KT438715.1,Blastocystis sp.,N/A,Japan
KT438714.1,Blastocystis sp.,N/A,Japan
KT438713.1,Blastocystis sp.,N/A,Japan
KT438712.1,Blastocystis sp.,N/A,Japan
KT438711.1,Blastocystis sp.,N/A,Japan
KT438710.1,Blastocystis sp.,Testudo graeca,Japan
KT438709.1,Blastocystis sp.,Geochelone elegans,Japan
KT438708.1,Blastocystis sp.,N/A,Japan
KT438707.1,Blastocystis sp.,Stigmochelys pardalis,Japan
KT438706.1,Blastocystis sp.,N/A,Japan
KT438705.1,Blastocystis sp.,Agrionemys horsfieldii,Japan
KT438704.1,Blastocystis sp. HJ05-5,Homo sapiens,Japan
KT438703.1,Blastocystis sp. HJ05-4,Homo sapiens,Japan
KT438702.1,Blastocystis sp. HJ05-3,Homo sapiens,Japan
KT438701.1,Blastocystis sp. HJ05-2,Homo sapiens,Japan
KT438700.1,Blastocystis sp. HJ05-1,Homo sapiens,Japan
KT438699.1,Blastocystis sp. HJ04-9,Homo sapiens,Japan
KT438698.1,Blastocystis sp. HJ04-8,Homo sapiens,Japan
KT438697.1,Blastocystis sp. HJ04-7,Homo sapiens,Japan
KT438696.1,Blastocystis sp. HJ04-6,Homo sapiens,Japan
KT438695.1,Blastocystis sp. HJ04-5,Homo sapiens,Japan
KT438694.1,Blastocystis sp. HJ04-4,Homo sapiens,Japan
KT438693.1,Blastocystis sp. HJ04-3,Homo sapiens,Japan
KT438692.1,Blastocystis sp. HJ04-2,Homo sapiens,Japan
KT438691.1,Blastocystis sp. HJ04-1,Homo sapiens,Japan
KT438690.1,Blastocystis sp. HJ03-6,Homo sapiens,Japan
KT438689.1,Blastocystis sp. HJ03-5,Homo sapiens,Japan
KT438688.1,Blastocystis sp. HJ03-4,Homo sapiens,Japan
KT438687.1,Blastocystis sp. HJ03-3,Homo sapiens,Japan
KT438686.1,Blastocystis sp. HJ03-2,Homo sapiens,Japan
KT438685.1,Blastocystis sp. HJ03-1,Homo sapiens,Japan
KU311857.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311856.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311855.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311854.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311853.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311852.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311851.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311850.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311849.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311848.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311847.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311846.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311845.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311844.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311843.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311842.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311841.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311840.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311839.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311838.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311837.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311836.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311835.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311834.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311833.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311832.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311831.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311830.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311829.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311828.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311827.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311826.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311825.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311824.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311823.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311822.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311821.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311820.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311819.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311818.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311817.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311816.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311815.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311814.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311813.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311812.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311811.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311810.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311809.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311808.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311807.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311806.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311805.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311804.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311803.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311802.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311801.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311800.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311799.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311798.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311797.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311796.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311795.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311794.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311793.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311792.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311791.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311790.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311789.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311788.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311787.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311786.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311785.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311784.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311783.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311782.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311781.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311780.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311779.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311778.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311777.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311776.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311775.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311774.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311773.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311772.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311771.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311770.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311769.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311768.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311767.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311766.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311765.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311764.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311763.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311762.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311761.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311760.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311759.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311758.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311757.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311756.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311755.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311754.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311753.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311752.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311751.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311750.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311749.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311748.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311747.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311746.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311745.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311744.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311743.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311742.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311741.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311740.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311739.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311738.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311737.1,Blastocystis sp.,Homo sapiens,Lebanon
KU311736.1,Blastocystis sp.,Homo sapiens,Lebanon
